stichtag;kreis_id;kreis_name_x;pkw_benzin;pkw_diesel;pkw_gas;pkw_elektrisch;pkw_hybrid;pkw_plugin;pkw_sonstige;pkw_gesamt;jahr;e_auto_quote;kreis_name_y;bev_total;Arbeitnehmerentgelt_insgesamt_Anteil_am_Land_in;Arbeitnehmerentgelt_Land_und_Forstwirtschaft_Fischerei_in_Mio_EUR;Arbeitnehmerentgelt_Produzierendes_Gewerbe_in_Mio_EUR;Arbeitnehmerentgelt_Produzierendes_Gewerbe_ohne_Baugewerbe_in_Mio_EUR;Arbeitnehmerentgelt_Verarbeitendes_Gewerbe_in_Mio_EUR;Arbeitnehmerentgelt_Baugewerbe_in_Mio_EUR;Arbeitnehmerentgelt_Dienstleistungsbereiche_in_Mio_EUR;Arbeitnehmerentgelt_Handel_Verkehr_und_Lagerei_Gastgewerbe_Information_und_Kommunikation_in_Mio_EUR;Arbeitnehmerentgelt_Handel_Verkehr_und_Lagerei_Gastgewerbe_in_Mio_EUR;Arbeitnehmerentgelt_Information_und_Kommunikation_in_Mio_EUR;Arbeitnehmerentgelt_Finanz_Versicherungs_und_Unternehmensdienstleistungen_Grundstuecks_u_Wohnungswesen_in_Mio_EUR;Arbeitnehmerentgelt_Finanz_Versicherungsdienstleistungen_in_Mio_EUR;Arbeitnehmerentgelt_Grundstuecks_und_Wohnungswesen_in_Mio_EUR;Arbeitnehmerentgelt_Unternehmensdienstleistungen_in_Mio_EUR;Arbeitnehmerentgelt_Oeffentliche_und_sonstige_Dienstleistungen_Erziehung_und_Gesundheit_in_Mio_EUR;Arbeitnehmerentgelt_Oeffentliche_Dienstleistungen_Erziehung_Gesundheit_in_Mio_EUR;Arbeitnehmerentgelt_Sonstige_Dienstleistungen_in_Mio_EUR;Bruttoloehne_und_gehaelter_insgesamt_in_Mio_EUR;Bruttoloehne_und_gehaelter_insgesamt_Veraenderung_gegenueber_dem_Vorjahr_in;Bruttoloehne_und_gehaelter_insgesamt_Anteil_am_Land_in;Bruttoloehne_und_gehaelter_Land_und_Forstwirtschaft_Fischerei_in_Mio_EUR;Bruttoloehne_und_gehaelter_Produzierendes_Gewerbe_in_Mio_EUR;Bruttoloehne_und_gehaelter_Produzierendes_Gewerbe_ohne_Baugewerbe_in_Mio_EUR;Bruttoloehne_und_gehaelter_Verarbeitendes_Gewerbe_in_Mio_EUR;Bruttoloehne_und_gehaelter_Baugewerbe_in_Mio_EUR;Bruttoloehne_und_gehaelter_Dienstleistungsbereiche_in_Mio_EUR;Bruttoloehne_und_gehaelter_Handel_Verkehr_und_Lagerei_Gastgewerbe_Information_und_Kommunikation_in_Mio_EUR;Bruttoloehne_und_gehaelter_Finanz_Versicherungs_und_Unternehmensdienstleistungen_Grundstuecks_u_Wohnungswesen_in_Mio_EUR;Bruttoloehne_und_gehaelter_Oeffentliche_und_sonstige_Dienstleistungen_Erziehung_und_Gesundheit_in_Mio_EUR;Arbeitnehmerinnen_und_Arbeitnehmer_insgesamt_in_1000_Personen;Arbeitnehmerinnen_und_Arbeitnehmer_Land_und_Forstwirtschaft_Fischerei_in_1000_Personen;Arbeitnehmerinnen_und_Arbeitnehmer_Produzierendes_Gewerbe_in_1000_Personen;Arbeitnehmerinnen_und_Arbeitnehmer_Produzierendes_Gewerbe_ohne_Baugewerbe_in_1000_Personen;Arbeitnehmerinnen_und_Arbeitnehmer_Verarbeitendes_Gewerbe_in_1000_Personen;Arbeitnehmerinnen_und_Arbeitnehmer_Baugewerbe_in_1000_Personen;Arbeitnehmerinnen_und_Arbeitnehmer_Dienstleistungsbereiche_in_1000_Personen;Arbeitnehmerinnen_und_Arbeitnehmer_Handel_Verkehr_und_Lagerei_Gastgewerbe_Information_und_Kommunikation_in_1000_Personen;Arbeitnehmerinnen_und_Arbeitnehmer_Finanz_Versicherungs_und_Unternehmensdienstleistungen_Grundstuecks_u_Wohnungswesen_in_1000_Personen;Arbeitnehmerinnen_und_Arbeitnehmer_Oeffentliche_und_sonstige_Dienstleistungen_Erziehung_und_Gesundheit_in_1000_Personen;Arbeitnehmerentgelt_je_Arbeitnehmerin_bzw_Arbeitnehmer_insgesamt_in_EUR;Bruttoloehne_und_gehaelter_je_Arbeitnehmerin_bzw_Arbeitnehmer_insgesamt_in_EUR;Arbeitsvolumen_der_Arbeitnehmerinnen_und_Arbeitnehmer_insgesamt_in_Mio_Arbeitsstunden;Arbeitsvolumen_der_Arbeitnehmerinnen_und_Arbeitnehmer_Land_und_Forstwirtschaft_Fischerei_in_Mio_Arbeitsstunden;Arbeitsvolumen_der_Arbeitnehmerinnen_und_Arbeitnehmer_Produzierendes_Gewerbe_in_Mio_Arbeitsstunden;Arbeitsvolumen_der_Arbeitnehmerinnen_und_Arbeitnehmer_Produzierendes_Gewerbe_ohne_Baugewerbe_in_Mio_Arbeitsstunden;Arbeitsvolumen_der_Arbeitnehmerinnen_und_Arbeitnehmer_Verarbeitendes_Gewerbe_in_Mio_Arbeitsstunden;Arbeitsvolumen_der_Arbeitnehmerinnen_und_Arbeitnehmer_Baugewerbe_in_Mio_Arbeitsstunden;Arbeitsvolumen_der_Arbeitnehmerinnen_und_Arbeitnehmer_Dienstleistungsbereiche_in_Mio_Arbeitsstunden;Arbeitsvolumen_der_Arbeitnehmerinnen_und_Arbeitnehmer_Handel_Verkehr_und_Lagerei_Gastgewerbe_Information_und_Kommunikation_in_Mio_Arbeitsstunden;Arbeitsvolumen_der_Arbeitnehmerinnen_und_Arbeitnehmer_6_4_2_Finanz_Versicherungs_und_Unternehmensdienstleister_Grundstuecks_u_Wohnungswesen_in_Mio_Arbeitsstunden;Arbeitsvolumen_der_Arbeitnehmerinnen_und_Arbeitnehmer_Oeffentliche_und_sonstige_Dienstleistungen_Erziehung_und_Gesundheit_in_Mio_Arbeitsstunden;Arbeitnehmerentgelt_je_Arbeitsstunde_der_Arbeitnehmerinnen_und_Arbeitnehmer_insgesamt_in_EUR;Bruttoloehne_und_gehaelter_je_Arbeitsstunde_der_Arbeitnehmerinnen_und_Arbeitnehmer_insgesamt_in_EUR;entgelt_gesamt_mio;lohn_gesamt_mio;entgelt_pro_arb;lohn_pro_arb;entgelt_pro_stunde;lohn_pro_stunde;anteil_dl_besch;anteil_pg_besch;anteil_vg_besch;arbeitsstunden_pro_arb;lohn_wachstum;pkw_pro_1000;anteil_18_35;anteil_65_plus
01.01.2021;03152;GÃ¶ttingen, Landkreis (bis 31.10.2016);;;;;;;;;2021;;Gï¿½ttingen, Landkreis (bis 31.10.2016);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2021;03153;Goslar, Landkreis;53253.0;25359.0;699.0;305.0;874.0;290.0;12.0;80792.0;2021;0.0037751262501237747;Goslar, Landkreis;134050.0;1.4;12.0;690.0;578.0;496.0;112.0;;443.0;;;253.0;;;;878.0;;;;1.7;1.4;10.0;573.0;478.0;413.0;95.0;;373.0;211.0;706.0;56.0;0.4;12.9;10.0;8.6;2.9;42.7;14.7;6.3;21.6;;;70.4;0.6;18.6;14.4;12.3;4.2;51.3;17.1;7.6;26.6;32.32;26.58;;;;;32.32;26.58;0.7625000000000001;0.23035714285714287;0.15357142857142855;1.2571428571428573;1.7;602.7004848936964;0.1734647998422402;0.28460658647209625
01.01.2021;03154;Helmstedt, Landkreis;35840.0;18989.0;536.0;358.0;422.0;217.0;5.0;56367.0;2021;0.0063512338779782495;Helmstedt, Landkreis;91379.0;0.7;23.0;295.0;226.0;146.0;69.0;816.0;183.0;;;155.0;;;;478.0;;;931.0;3.7;0.7;20.0;241.0;183.0;121.0;58.0;670.0;155.0;129.0;386.0;28.5;0.7;6.0;4.3;3.4;1.7;21.8;6.3;3.3;12.2;;;36.1;1.0;8.7;6.2;4.8;2.5;26.5;7.4;4.2;14.9;31.37;25.76;1134.0;931.0;39789.47368421053;32666.666666666664;31.37;25.76;0.7649122807017544;0.21052631578947367;0.11929824561403508;1.2666666666666666;3.7;616.8485100515436;0.16121560065168963;0.24727631418533255
01.01.2021;03155;Northeim, Landkreis;58119.0;27981.0;762.0;410.0;718.0;321.0;20.0;88331.0;2021;0.004641632043110573;Northeim, Landkreis;131765.0;1.4;101.0;884.0;767.0;729.0;117.0;;357.0;;;193.0;;;;739.0;;;;3.4;1.4;88.0;734.0;635.0;605.0;99.0;;299.0;161.0;597.0;55.7;2.3;18.0;15.1;14.4;3.0;35.4;11.7;5.2;18.5;;;70.7;3.3;25.9;21.6;20.7;4.2;41.6;13.8;6.1;21.7;32.14;26.57;;;;;32.14;26.57;0.6355475763016157;0.3231597845601436;0.2585278276481149;1.2692998204667862;3.4;670.367700072098;0.16522452098739882;0.2706510750419907
01.01.2021;03156;Osterode am Harz, Landkreis (bis 31.10.2016);;;;;;;;;2021;;Osterode am Harz, Landkreis (bis 31.10.2016);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2021;03157;Peine, Landkreis;56772.0;26477.0;1062.0;448.0;610.0;321.0;11.0;85701.0;2021;0.005227476925590133;Peine, Landkreis;136960.0;1.0;10.0;605.0;484.0;305.0;121.0;;343.0;;;151.0;;;;536.0;;;;3.5;1.0;8.0;501.0;399.0;254.0;102.0;840.0;284.0;127.0;430.0;41.9;0.4;11.1;8.2;5.9;2.9;30.3;11.4;4.4;14.6;;;52.0;0.5;16.0;11.8;8.1;4.1;35.5;13.4;5.1;17.0;31.64;25.96;;1349.0;;32195.704057279236;31.64;25.96;0.7231503579952268;0.2649164677804296;0.14081145584725538;1.2410501193317423;3.5;625.737441588785;0.17181947535481046;0.2243277755481776
01.01.2021;03158;WolfenbÃ¼ttel, Landkreis;50284.0;23187.0;791.0;462.0;675.0;234.0;15.0;75648.0;2021;0.006107233502538071;Wolfenbï¿½ttel, Landkreis;119224.0;0.8;13.0;372.0;280.0;198.0;93.0;962.0;207.0;;;129.0;;;;626.0;;;;3.2;0.8;11.0;309.0;231.0;165.0;78.0;777.0;172.0;108.0;497.0;34.1;0.6;7.3;5.1;4.0;2.3;26.2;6.9;3.5;15.8;;;41.4;0.7;10.6;7.2;5.6;3.4;30.1;7.7;4.0;18.4;32.59;26.51;1347.0;1097.0;39501.466275659826;32170.08797653959;32.59;26.51;0.7683284457478006;0.21407624633431083;0.11730205278592375;1.2140762463343107;3.2;634.5031201771455;0.16652295206695408;0.25132301969735393
01.01.2021;03159;GÃ¶ttingen, Landkreis;121816.0;57823.0;1598.0;973.0;2142.0;819.0;27.0;185198.0;2021;0.005253836434518731;Gï¿½ttingen, Landkreis;323661.0;4.4;25.0;;;;296.0;;;;;;;;;;;;;4.3;4.4;21.0;;;;250.0;;;842.0;;165.4;1.0;35.0;28.2;26.5;6.8;129.4;36.4;21.0;72.0;;;210.1;1.3;50.3;40.3;37.6;10.0;158.5;43.2;26.7;88.6;35.03;28.62;;;;;35.03;28.62;0.7823458282950423;0.21160822249093106;0.16021765417170494;1.270253929866989;4.3;572.1974535084548;0.21680466301657175;0.24351884595217482
01.01.2021;03201;Hannover, kreisfreie Stadt (bis 31.10.2001);;;;;;;;;2021;;Hannover, kreisfreie Stadt (bis 31.10.2001);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2021;03241;Region Hannover, Landkreis;394736.0;176009.0;5982.0;3616.0;8349.0;3230.0;133.0;592055.0;2021;0.006107540684564779;Region Hannover, Landkreis;1157541.0;19.0;43.0;;;;;;;;;;;;;;;;;3.0;18.9;36.0;;;;;;;;;644.0;2.2;109.6;81.5;71.6;28.0;532.2;173.6;125.0;233.6;;;846.0;2.6;159.6;118.4;102.8;41.3;683.8;224.8;158.9;300.1;37.66;30.79;;;;;37.66;30.79;0.8263975155279504;0.1701863354037267;0.11118012422360248;1.313664596273292;3.0;511.47648333838714;0.21021257126028148;0.21892595942809462
01.01.2021;03251;Diepholz, Landkreis;90995.0;47188.0;1415.0;690.0;1712.0;561.0;34.0;142595.0;2021;0.0048388793435954975;Diepholz, Landkreis;218839.0;2.1;57.0;;862.0;781.0;285.0;;946.0;;;381.0;;;;964.0;;;;2.7;2.1;48.0;951.0;710.0;648.0;241.0;;794.0;318.0;768.0;92.6;2.7;24.6;17.8;16.5;6.9;65.2;28.5;10.7;26.1;;;116.1;3.4;34.8;24.8;22.9;10.0;77.8;34.5;12.5;30.8;30.11;24.81;;;;;30.11;24.81;0.7041036717062635;0.265658747300216;0.1781857451403888;1.2537796976241902;2.7;651.5977499440228;0.17502102150975127;0.23789115830779106
01.01.2021;03252;Hameln-Pyrmont, Landkreis;63658.0;26683.0;921.0;504.0;960.0;365.0;17.0;93108.0;2021;0.005413068694419384;Hameln-Pyrmont, Landkreis;148963.0;1.7;19.0;963.0;815.0;722.0;148.0;;412.0;;;448.0;;;;;;;;4.5;1.7;16.0;798.0;673.0;600.0;125.0;;347.0;372.0;828.0;64.7;0.7;16.6;12.9;11.8;3.6;47.4;13.4;9.3;24.7;;;82.4;0.9;23.9;18.6;16.9;5.3;57.6;15.5;11.8;30.3;34.83;28.64;;;;;34.83;28.64;0.7326120556414218;0.25656877897990726;0.18238021638330756;1.2735703245749614;4.5;625.0411175929594;0.1722868384785923;0.26155269868111825
01.01.2021;03253;Hannover, Landkreis (bis 31.10.2001);;;;;;;;;2021;;Hannover, Landkreis (bis 31.10.2001);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2021;03254;Hildesheim, Landkreis;110689.0;47197.0;1458.0;811.0;1742.0;618.0;26.0;162541.0;2021;0.00498951033892987;Hildesheim, Landkreis;274773.0;3.0;12.0;;;;265.0;;829.0;;;620.0;;;;;;;;7.6;3.0;10.0;;;;224.0;;697.0;512.0;;117.1;0.6;29.3;22.9;21.3;6.4;87.2;26.3;14.3;46.5;;;148.1;0.7;42.0;32.7;30.3;9.2;105.4;30.6;18.0;56.9;34.35;28.2;;;;;34.35;28.2;0.7446626814688301;0.2502134927412468;0.18189581554227158;1.2647309991460292;7.6;591.5464765460944;0.192062981764895;0.24334781275933998
01.01.2021;03255;Holzminden, Landkreis;30675.0;13579.0;505.0;165.0;320.0;136.0;8.0;45388.0;2021;0.0036353221115713406;Holzminden, Landkreis;69862.0;0.8;6.0;656.0;592.0;568.0;63.0;602.0;163.0;;;101.0;;;;337.0;;;;4.9;0.8;5.0;545.0;492.0;473.0;53.0;487.0;135.0;85.0;268.0;28.6;0.3;11.2;9.6;9.2;1.6;17.2;5.7;2.5;9.0;;;36.5;0.3;16.1;13.9;13.2;2.2;20.1;6.3;3.0;10.8;34.59;28.4;1264.0;1037.0;44195.804195804194;36258.74125874126;34.59;28.4;0.6013986013986014;0.39160839160839156;0.3216783216783216;1.2762237762237763;4.9;649.6807992900289;0.17052194995501746;0.2727009347219469
01.01.2021;03256;Nienburg (Weser), Landkreis;48845.0;26784.0;977.0;469.0;1013.0;268.0;17.0;78373.0;2021;0.005984203743636202;Nienburg (Weser), Landkreis;121773.0;1.3;28.0;739.0;575.0;506.0;165.0;;384.0;;;230.0;;;;787.0;;;;2.8;1.3;24.0;612.0;474.0;421.0;138.0;;323.0;191.0;615.0;53.4;1.4;14.5;10.5;9.5;3.9;37.5;12.1;6.1;19.4;;;68.5;1.7;20.7;14.9;13.4;5.8;46.1;14.6;7.6;24.0;31.64;25.74;;;;;31.64;25.74;0.702247191011236;0.27153558052434457;0.17790262172284646;1.2827715355805245;2.8;643.5991558062954;0.17787400796917707;0.23714064609609115
01.01.2021;03257;Schaumburg, Landkreis;69531.0;29898.0;1169.0;599.0;1147.0;307.0;21.0;102672.0;2021;0.0058341125136356555;Schaumburg, Landkreis;158108.0;1.4;10.0;798.0;657.0;618.0;141.0;;438.0;;;220.0;;;;925.0;;;;3.9;1.4;9.0;663.0;544.0;513.0;119.0;;367.0;183.0;738.0;60.2;0.5;14.5;11.1;10.5;3.4;45.2;14.8;6.1;24.2;;;75.6;0.6;20.9;16.0;15.1;4.9;54.1;17.2;7.3;29.7;31.65;25.94;;;;;31.65;25.94;0.7508305647840532;0.24086378737541528;0.1744186046511628;1.2558139534883719;3.9;649.3789055582259;0.16957300705810344;0.25827430327529155
01.01.2021;03351;Celle, Landkreis;70151.0;37830.0;1038.0;466.0;1025.0;454.0;24.0;110988.0;2021;0.00419865210653404;Celle, Landkreis;179915.0;1.9;27.0;;856.0;748.0;185.0;;497.0;;;302.0;;;;;;;;1.4;1.9;23.0;861.0;705.0;620.0;156.0;;416.0;250.0;;74.5;1.0;18.5;14.0;12.4;4.4;55.0;16.1;7.6;31.3;;;96.2;1.3;26.7;20.3;17.8;6.4;68.3;18.9;9.2;40.2;33.28;26.96;;;;;33.28;26.96;0.738255033557047;0.2483221476510067;0.16644295302013423;1.291275167785235;1.4;616.8913097851764;0.1724799795881681;0.2460959472075802
01.01.2021;03352;Cuxhaven, Landkreis;79379.0;43998.0;1567.0;422.0;1383.0;391.0;25.0;127165.0;2021;0.0033185231785475564;Cuxhaven, Landkreis;199603.0;1.5;63.0;673.0;419.0;375.0;254.0;;511.0;;;250.0;;;;;;;;3.7;1.5;54.0;561.0;347.0;312.0;215.0;;424.0;209.0;825.0;68.4;2.6;14.7;8.9;8.1;5.9;51.1;17.6;6.7;26.8;;;84.4;3.3;21.1;12.5;11.3;8.6;60.0;19.9;7.9;32.1;30.28;24.58;;;;;30.28;24.58;0.7470760233918128;0.21491228070175436;0.11842105263157893;1.2339181286549707;3.7;637.0896229014594;0.1596795445630199;0.26654831474235824
01.01.2021;03353;Harburg, Landkreis;105764.0;57108.0;1438.0;1182.0;2575.0;764.0;40.0;168871.0;2021;0.006999425597053372;Harburg, Landkreis;257548.0;2.0;48.0;747.0;402.0;357.0;345.0;;;;;442.0;;;;;;;;3.7;2.1;41.0;625.0;332.0;297.0;292.0;;981.0;371.0;824.0;87.7;2.1;16.0;8.3;7.6;7.7;69.6;30.6;11.8;27.2;;;109.9;2.7;22.8;11.4;10.4;11.3;84.4;39.2;14.1;31.1;31.29;25.86;;;;;31.29;25.86;0.7936145952109463;0.18244013683010263;0.08665906499429873;1.2531356898517674;3.7;655.6874834982217;0.16985752113862726;0.23108055246291337
01.01.2021;03354;LÃ¼chow-Dannenberg, Landkreis;18317.0;11861.0;671.0;135.0;205.0;117.0;3.0;31309.0;2021;0.004311859209811875;Lï¿½chow-Dannenberg, Landkreis;48472.0;0.4;16.0;224.0;186.0;178.0;38.0;420.0;112.0;;;62.0;;;;246.0;;;543.0;1.9;0.4;14.0;186.0;154.0;148.0;32.0;343.0;94.0;52.0;197.0;18.3;0.8;4.6;3.6;3.4;1.1;12.9;4.2;1.6;7.2;;;22.5;1.0;6.7;5.1;4.9;1.5;14.8;4.8;1.9;8.2;29.36;24.15;660.0;543.0;36065.5737704918;29672.131147540986;29.36;24.15;0.7049180327868853;0.2513661202185792;0.18579234972677594;1.2295081967213115;1.9;645.9192936128075;0.14395079781514775;0.29927745043223947
01.01.2021;03355;LÃ¼neburg, Landkreis;65848.0;36463.0;907.0;710.0;1212.0;574.0;11.0;105725.0;2021;0.006715535587609364;Lï¿½neburg, Landkreis;185129.0;1.9;37.0;724.0;537.0;482.0;187.0;;658.0;;;411.0;;;;;;;;4.0;1.9;32.0;602.0;443.0;401.0;158.0;;554.0;342.0;;77.9;1.5;14.9;10.7;9.9;4.2;61.6;18.9;10.0;32.7;;;98.8;1.9;20.9;14.7;13.5;6.2;76.0;23.1;12.5;40.4;32.64;26.58;;;;;32.64;26.58;0.7907573812580231;0.19127086007702182;0.12708600770218229;1.268292682926829;4.0;571.088268180566;0.19583389059783335;0.21468614863358745
01.01.2021;03356;Osterholz, Landkreis;48321.0;23082.0;904.0;456.0;582.0;298.0;15.0;73658.0;2021;0.006190773575171739;Osterholz, Landkreis;115054.0;0.8;16.0;372.0;250.0;225.0;122.0;975.0;317.0;;;141.0;;;;517.0;;;;4.9;0.8;14.0;310.0;206.0;187.0;103.0;795.0;268.0;118.0;410.0;36.6;0.7;8.0;5.2;4.7;2.8;28.0;10.5;3.6;13.9;;;44.8;0.9;11.2;7.1;6.4;4.2;32.7;12.0;4.4;16.3;30.47;25.0;1363.0;1119.0;37240.43715846995;30573.770491803276;30.47;25.0;0.7650273224043715;0.2185792349726776;0.1284153005464481;1.2240437158469943;4.9;640.2037304222365;0.15427208225496927;0.24875437947851195
01.01.2021;03357;Rotenburg (WÃ¼mme), Landkreis;63956.0;46753.0;1168.0;541.0;1232.0;407.0;19.0;114076.0;2021;0.004742452400154283;Rotenburg (Wï¿½mme), Landkreis;165001.0;1.8;50.0;786.0;502.0;444.0;284.0;;716.0;;;307.0;;;;;;;;3.1;1.8;43.0;654.0;414.0;369.0;240.0;;607.0;254.0;882.0;76.0;2.2;16.8;10.4;9.5;6.4;57.0;21.3;7.4;28.3;;;97.2;2.6;23.9;14.5;13.1;9.4;70.7;26.2;9.3;35.2;30.62;25.1;;;;;30.62;25.1;0.75;0.2210526315789474;0.125;1.2789473684210526;3.1;691.3655068757158;0.18539637380653873;0.22910840003857652
01.01.2021;03358;Heidekreis;54082.0;32816.0;994.0;370.0;756.0;299.0;10.0;89327.0;2021;0.004142084700034704;Heidekreis;142912.0;1.6;30.0;683.0;486.0;429.0;197.0;;558.0;;;239.0;;;;;;;;3.4;1.6;26.0;569.0;402.0;357.0;167.0;;469.0;200.0;916.0;66.5;1.3;14.1;9.6;8.6;4.5;51.2;16.8;6.5;27.9;;;85.3;1.6;19.8;13.2;11.8;6.6;63.9;20.1;7.7;36.0;31.56;25.54;;;;;31.56;25.54;0.7699248120300752;0.21203007518796993;0.12932330827067667;1.2827067669172931;3.4;625.0489811912225;0.17942131742628484;0.23823777074886252
01.01.2021;03359;Stade, Landkreis;80482.0;42630.0;987.0;679.0;1654.0;525.0;21.0;126978.0;2021;0.005347383011230292;Stade, Landkreis;206496.0;2.0;66.0;;770.0;706.0;320.0;;672.0;;;508.0;;;;980.0;;;;3.2;2.0;55.0;906.0;636.0;586.0;271.0;;564.0;426.0;783.0;82.2;3.4;19.2;12.2;11.1;7.0;59.5;21.8;12.6;25.0;;;102.0;4.1;27.6;17.2;15.6;10.4;70.3;24.8;15.9;29.6;32.5;26.8;;;;;32.5;26.8;0.7238442822384428;0.23357664233576642;0.13503649635036497;1.2408759124087592;3.2;614.917480241748;0.18109292248435244;0.22715936446798266
01.01.2021;03360;Uelzen, Landkreis;36913.0;19021.0;429.0;255.0;470.0;326.0;7.0;57421.0;2021;0.004440883997143902;Uelzen, Landkreis;92894.0;0.9;29.0;346.0;224.0;208.0;122.0;;305.0;;;148.0;;;;660.0;;;;3.6;0.9;25.0;289.0;186.0;173.0;103.0;909.0;253.0;122.0;533.0;38.7;1.3;7.4;4.9;4.6;2.6;30.0;9.3;3.8;16.9;;;49.5;1.6;10.8;6.9;6.5;3.8;37.1;11.4;4.6;21.1;30.08;24.71;;1223.0;;31602.067183462532;30.08;24.71;0.7751937984496123;0.19121447028423771;0.11886304909560721;1.2790697674418603;3.6;618.1346480935259;0.16868547982278095;0.26424627338003887
01.01.2021;03361;Verden, Landkreis;55584.0;29316.0;862.0;419.0;906.0;337.0;17.0;87441.0;2021;0.004791802472524331;Verden, Landkreis;138507.0;1.5;42.0;911.0;707.0;673.0;204.0;;680.0;;;260.0;;;;670.0;;;;5.2;1.5;37.0;759.0;586.0;560.0;173.0;;568.0;219.0;533.0;60.6;1.3;16.8;12.3;11.8;4.5;42.5;18.3;7.2;17.1;;;77.9;1.8;24.4;17.8;17.0;6.6;51.8;23.1;8.6;20.1;32.9;27.15;;;;;32.9;27.15;0.7013201320132013;0.27722772277227725;0.19471947194719472;1.2854785478547854;5.2;631.311052870974;0.17407268477774732;0.23586484497857546
01.01.2021;03401;Delmenhorst, kreisfreie Stadt;29178.0;11875.0;510.0;167.0;749.0;189.0;8.0;42676.0;2021;0.00391320648608117;Delmenhorst, kreisfreie Stadt;77522.0;0.7;1.0;255.0;182.0;156.0;73.0;858.0;214.0;;;132.0;;;;512.0;;;902.0;4.9;0.7;1.0;212.0;150.0;130.0;62.0;689.0;181.0;111.0;397.0;29.7;0.1;6.0;4.2;3.8;1.8;23.6;7.7;4.0;11.9;;;37.1;0.1;8.6;6.0;5.4;2.5;28.5;8.6;4.6;15.3;29.98;24.29;1114.0;902.0;37508.41750841751;30370.37037037037;29.98;24.29;0.7946127946127947;0.20202020202020202;0.12794612794612795;1.2491582491582491;4.9;550.5017930393952;0.19695108468663244;0.22387784684175613
01.01.2021;03402;Emden, kreisfreie Stadt;16799.0;7606.0;326.0;130.0;191.0;98.0;4.0;25154.0;2021;0.0051681641090880175;Emden, kreisfreie Stadt;49523.0;1.1;1.0;882.0;816.0;786.0;66.0;967.0;326.0;;;234.0;;;;407.0;;;;;1.1;1.0;728.0;672.0;649.0;56.0;792.0;270.0;197.0;325.0;38.8;0.1;14.1;12.6;12.2;1.5;24.6;9.0;5.8;9.8;;;51.9;0.1;20.8;18.6;18.0;2.2;31.0;11.7;7.2;12.1;35.67;29.34;1850.0;1521.0;47680.41237113402;39201.030927835054;35.67;29.34;0.6340206185567011;0.36340206185567014;0.31443298969072164;1.3376288659793816;;507.9256103224764;0.20781675541644648;0.22253160440632494
01.01.2021;03403;Oldenburg (Oldenburg), kreisfreie Stadt;55561.0;30434.0;1325.0;569.0;1250.0;710.0;22.0;89871.0;2021;0.006331297081372189;Oldenburg (Oldenburg), kreisfreie Stadt;170389.0;3.0;2.0;641.0;442.0;261.0;199.0;;;;;;;;;;;;;3.5;3.0;1.0;526.0;358.0;216.0;168.0;;958.0;908.0;;112.2;0.1;12.2;7.8;5.6;4.4;100.0;30.2;21.7;48.0;;;144.5;0.1;18.0;11.4;8.0;6.6;126.5;37.2;28.0;61.3;35.3;28.68;;;;;35.3;28.68;0.8912655971479501;0.1087344028520499;0.0499108734402852;1.2878787878787878;3.5;527.4460205764457;0.25698415754130477;0.20210742070277554
01.01.2021;03404;OsnabrÃ¼ck, kreisfreie Stadt;54885.0;27577.0;911.0;642.0;1617.0;652.0;12.0;86296.0;2021;0.007439510521924539;Osnabrï¿½ck, kreisfreie Stadt;165034.0;3.3;1.0;;918.0;794.0;293.0;;;;;972.0;;;;;;;;5.0;3.3;1.0;;755.0;658.0;246.0;;;811.0;;124.5;0.1;19.8;14.2;12.5;5.5;104.7;32.0;26.3;46.4;;;157.9;0.1;28.8;20.5;17.9;8.3;129.0;40.2;31.5;57.4;34.91;28.61;;;;;34.91;28.61;0.8409638554216867;0.15903614457831325;0.10040160642570281;1.268273092369478;5.0;522.89831186301;0.28128895499738044;0.19377683566486206
01.01.2021;03405;Wilhelmshaven, kreisfreie Stadt;28408.0;10877.0;553.0;118.0;443.0;90.0;10.0;40499.0;2021;0.002913652188942937;Wilhelmshaven, kreisfreie Stadt;75027.0;1.2;1.0;363.0;276.0;211.0;87.0;;303.0;;;195.0;;;;;;;;2.4;1.1;0.0;301.0;227.0;176.0;74.0;;252.0;164.0;861.0;44.1;0.0;6.6;4.7;3.5;2.0;37.4;9.0;5.4;23.1;;;59.6;0.0;9.9;6.9;5.1;2.9;49.7;10.7;6.6;32.4;33.44;26.5;;;;;33.44;26.5;0.8480725623582765;0.14965986394557823;0.07936507936507936;1.3514739229024944;2.4;539.7923414237541;0.2067991286553568;0.2593834576539706
